"","names","pts","ast","reb","wins","total_games","win_pct","year","mvp","is_mvp"
"3122","Gerald Green",9.246575342,0.547945205,2.493150685,47,73,0.643835616,2019,0,"NO"
"3123","Giannis Antetokounmpo",27.69444444,5.888888889,12.47222222,56,72,0.777777778,2019,1,"YES"
"3124","Glenn Robinson III",4.212765957,0.446808511,1.510638298,24,47,0.510638298,2019,0,"NO"
"3125","Goran Dragic",13.72222222,4.833333333,3.083333333,16,36,0.444444444,2019,0,"NO"
"3126","Gordon Hayward",11.45833333,3.388888889,4.472222222,44,72,0.611111111,2019,0,"NO"
"3127","Gorgui Dieng",6.381578947,0.947368421,4.092105263,33,76,0.434210526,2019,0,"NO"
"3128","Grayson Allen",5.552631579,0.657894737,0.605263158,22,38,0.578947368,2019,0,"NO"
"3129","Greg Monroe",5.348837209,0.558139535,4,28,43,0.651162791,2019,0,"NO"
"3130","Guerschon Yabusele",2.292682927,0.365853659,1.292682927,27,41,0.658536585,2019,0,"NO"
"3131","Hamidou Diallo",3.725490196,0.333333333,1.901960784,29,51,0.568627451,2019,0,"NO"
"3132","Harrison Barnes",16.42857143,1.493506494,4.688311688,34,77,0.441558442,2019,0,"NO"
"3133","Harry Giles III",7.034482759,1.465517241,3.827586207,26,58,0.448275862,2019,0,"NO"
"3134","Hassan Whiteside",12.31944444,0.777777778,11.34722222,33,72,0.458333333,2019,0,"NO"
"3135","Haywood Highsmith",1.8,0.4,1,2,5,0.4,2019,0,"NO"
"3136","Henry Ellenson",6,0.842105263,3.473684211,4,19,0.210526316,2019,0,"NO"
"3137","Ian Clark",6.683333333,1.566666667,1.483333333,24,60,0.4,2019,0,"NO"
"3138","Ian Mahinmi",4.088235294,0.735294118,3.764705882,12,34,0.352941176,2019,0,"NO"
"3139","Ike Anigbogu",0,0.333333333,1,2,3,0.666666667,2019,0,"NO"
"3140","Iman Shumpert",7.5,1.806451613,2.951612903,39,62,0.629032258,2019,0,"NO"
"3141","Isaac Bonga",0.863636364,0.681818182,1.136363636,7,22,0.318181818,2019,0,"NO"
"3142","Isaac Humphries",3,0,2.2,1,5,0.2,2019,0,"NO"
"3143","Isaiah Briscoe",3.487179487,2.230769231,1.897435897,17,39,0.435897436,2019,0,"NO"
"3144","Isaiah Canaan",6.033333333,2.8,1.933333333,10,30,0.333333333,2019,0,"NO"
"3145","Isaiah Hartenstein",1.892857143,0.535714286,1.678571429,15,28,0.535714286,2019,0,"NO"
"3146","Isaiah Hicks",4,0.666666667,2.333333333,1,3,0.333333333,2019,0,"NO"
"3147","Isaiah Thomas",8.083333333,1.916666667,1.083333333,6,12,0.5,2019,0,"NO"
"3148","Ish Smith",8.946428571,3.625,2.589285714,33,56,0.589285714,2019,0,"NO"
"3149","Ivan Rabb",5.795918367,1.102040816,4.204081633,20,49,0.408163265,2019,0,"NO"
"3150","Ivica Zubac",8.898305085,1.06779661,6.13559322,32,59,0.542372881,2019,0,"NO"
"3151","J.J. Barea",10.92105263,5.552631579,2.5,20,38,0.526315789,2019,0,"NO"
"3152","J.P. Macura",3,1,1.5,1,2,0.5,2019,0,"NO"
"3153","Jabari Parker",14.53125,2.375,6.578125,18,64,0.28125,2019,0,"NO"
"3154","Jacob Evans",1.333333333,0.766666667,0.833333333,21,30,0.7,2019,0,"NO"
"3155","Jae Crowder",11.8875,1.6625,4.8,48,80,0.6,2019,0,"NO"
"3156","Jahlil Okafor",8.203389831,0.677966102,4.711864407,23,59,0.389830508,2019,0,"NO"
"3157","JaKarr Sampson",20,1,8,1,4,0.25,2019,0,"NO"
"3158","Jake Layman",7.61971831,0.746478873,3.056338028,46,71,0.647887324,2019,0,"NO"
"3159","Jakob Poeltl",5.493506494,1.207792208,5.324675325,43,77,0.558441558,2019,0,"NO"
"3160","Jalen Brunson",9.287671233,3.150684932,2.315068493,27,73,0.369863014,2019,0,"NO"
"3161","Jalen Jones",5.0625,0.4375,2.125,3,16,0.1875,2019,0,"NO"
"3162","Jamal Crawford",7.9375,3.578125,1.328125,13,64,0.203125,2019,0,"NO"
"3163","Jamal Murray",18.22666667,4.84,4.226666667,49,75,0.653333333,2019,0,"NO"
"3164","James Ennis III",6.706896552,0.706896552,3.137931034,35,58,0.603448276,2019,0,"NO"
"3165","James Harden",36.12820513,7.512820513,6.641025641,51,78,0.653846154,2019,0,"NO"
"3166","James Johnson",7.781818182,2.454545455,3.2,27,55,0.490909091,2019,0,"NO"
"3167","James Nunnally",2.4,0.466666667,0.333333333,8,15,0.533333333,2019,0,"NO"
"3168","JaMychal Green",9.4,0.769230769,6.292307692,31,65,0.476923077,2019,0,"NO"
"3169","Jared Dudley",4.86440678,1.406779661,2.627118644,28,59,0.474576271,2019,0,"NO"
"3170","Jared Terrell",2.214285714,0.857142857,0.428571429,4,14,0.285714286,2019,0,"NO"
"3171","Jarell Martin",2.738095238,0.428571429,1.738095238,20,42,0.476190476,2019,0,"NO"
"3172","Jaren Jackson Jr.",13.75862069,1.103448276,4.689655172,23,58,0.396551724,2019,0,"NO"
"3173","Jaron Blossomgame",4.222222222,0.481481481,3.62962963,4,27,0.148148148,2019,0,"NO"
"3174","Jarred Vanderbilt",1.411764706,0.176470588,1.352941176,10,17,0.588235294,2019,0,"NO"
"3175","Jarrett Allen",10.9125,1.375,8.4,42,80,0.525,2019,0,"NO"
"3176","Jason Smith",3.25,0.7,2.6,10,20,0.5,2019,0,"NO"
"3177","JaVale McGee",11.96,0.693333333,7.546666667,35,75,0.466666667,2019,0,"NO"
"3178","Jawun Evans",0.75,1.25,1.5,4,8,0.5,2019,0,"NO"
"3179","Jaylen Adams",3.176470588,1.911764706,1.764705882,13,34,0.382352941,2019,0,"NO"
"3180","Jaylen Brown",13.02702703,1.351351351,4.22972973,41,74,0.554054054,2019,0,"NO"
"3181","Jaylen Morris",2.5,1,1.25,4,4,1,2019,0,"NO"
"3182","Jayson Tatum",15.73417722,2.126582278,6.037974684,48,79,0.607594937,2019,0,"NO"
"3183","Jeff Green",12.28571429,1.779220779,4.012987013,29,77,0.376623377,2019,0,"NO"
"3184","Jeff Teague",12.14285714,8.166666667,2.523809524,23,42,0.547619048,2019,0,"NO"
"3185","Jemerrio Jones",4.5,2.166666667,8.166666667,3,6,0.5,2019,0,"NO"
"3186","Jerami Grant",13.625,0.9875,5.2125,48,80,0.6,2019,0,"NO"
"3187","Jeremy Lamb",15.29113924,2.17721519,5.493670886,38,79,0.481012658,2019,0,"NO"
"3188","Jeremy Lin",9.554054054,3.121621622,2.418918919,31,74,0.418918919,2019,0,"NO"
"3189","Jerian Grant",4.166666667,2.6,1.633333333,28,60,0.466666667,2019,0,"NO"
"3190","Jerome Robinson",3.393939394,0.575757576,1.242424242,18,33,0.545454545,2019,0,"NO"
"3191","Jerryd Bayless",6.147058824,3.5,1.823529412,15,34,0.441176471,2019,0,"NO"
"3192","Jevon Carter",4.41025641,1.769230769,1.692307692,9,39,0.230769231,2019,0,"NO"
"3193","Jimmer Fredette",3.666666667,1.333333333,1.166666667,1,6,0.166666667,2019,0,"NO"
"3194","Jimmy Butler",18.69230769,4.046153846,5.261538462,38,65,0.584615385,2019,0,"NO"
"3195","JJ Redick",18.05263158,2.710526316,2.447368421,49,76,0.644736842,2019,0,"NO"
"3196","Joakim Noah",7.095238095,2.119047619,5.666666667,14,42,0.333333333,2019,0,"NO"
"3197","Jodie Meeks",6.375,1,1.5,7,8,0.875,2019,0,"NO"
"3198","Joe Chealey",2,1,0,0,1,0,2019,0,"NO"
"3199","Joe Harris",13.69736842,2.381578947,3.828947368,41,76,0.539473684,2019,0,"NO"
"3200","Joe Ingles",12.12195122,5.719512195,4.024390244,50,82,0.609756098,2019,0,"NO"
"3201","Joel Embiid",27.515625,3.65625,13.609375,43,64,0.671875,2019,0,"NO"
"3202","John Collins",19.47540984,1.983606557,9.754098361,24,61,0.393442623,2019,0,"NO"
"3203","John Henson",5.642857143,1,5.071428571,10,14,0.714285714,2019,0,"NO"
"3204","John Holland",0,0,0,0,1,0,2019,0,"NO"
"3205","John Jenkins",4.653846154,0.846153846,1.423076923,8,26,0.307692308,2019,0,"NO"
"3206","John Wall",20.71875,8.71875,3.625,11,32,0.34375,2019,0,"NO"
"3207","Johnathan Motley",4.636363636,0.5,2.318181818,12,22,0.545454545,2019,0,"NO"
"3208","Johnathan Williams",6.541666667,0.541666667,4.125,10,24,0.416666667,2019,0,"NO"
"3209","Jon Leuer",3.804878049,0.341463415,2.365853659,16,41,0.390243902,2019,0,"NO"
"3210","Jonah Bolden",4.704545455,0.909090909,3.75,24,44,0.545454545,2019,0,"NO"
"3211","Jonas Jerebko",6.287671233,1.315068493,3.945205479,52,73,0.712328767,2019,0,"NO"
"3212","Jonas Valanciunas",15.57142857,1.428571429,8.551020408,31,49,0.632653061,2019,0,"NO"
"3213","Jonathan Isaac",9.6,1.066666667,5.48,37,75,0.493333333,2019,0,"NO"
"3214","Jonathon Simmons",6.535714286,2.285714286,2.25,25,56,0.446428571,2019,0,"NO"
"3215","Jordan Bell",3.279411765,1.117647059,2.705882353,46,68,0.676470588,2019,0,"NO"
"3216","Jordan Clarkson",16.83950617,2.419753086,3.333333333,18,81,0.222222222,2019,0,"NO"
"3217","Jordan Loyd",2.416666667,0.5,0.75,11,12,0.916666667,2019,0,"NO"
"3218","Jordan McRae",5.925925926,1.111111111,1.481481481,9,27,0.333333333,2019,0,"NO"
"3219","Jordan Sibert",3,0,0,1,1,1,2019,0,"NO"
"3220","Jose Calderon",2.306122449,2.346938776,1.224489796,22,49,0.448979592,2019,0,"NO"
"3221","Josh Hart",7.835820896,1.388059701,3.701492537,31,67,0.462686567,2019,0,"NO"
"3222","Josh Jackson",11.51898734,2.316455696,4.392405063,19,79,0.240506329,2019,0,"NO"
"3223","Josh Okogie",7.702702703,1.22972973,2.945945946,32,74,0.432432432,2019,0,"NO"
"3224","Josh Richardson",16.56164384,4.082191781,3.602739726,35,73,0.479452055,2019,0,"NO"
"3225","JR Smith",6.727272727,1.909090909,1.636363636,1,11,0.090909091,2019,0,"NO"
"3226","Jrue Holiday",21.19402985,7.731343284,4.985074627,30,67,0.447761194,2019,0,"NO"
"3227","Juancho Hernangomez",5.828571429,0.785714286,3.785714286,44,70,0.628571429,2019,0,"NO"
"3228","Julian Washburn",2.222222222,0.777777778,2.277777778,7,18,0.388888889,2019,0,"NO"
"3229","Julius Randle",21.43835616,3.136986301,8.684931507,31,73,0.424657534,2019,0,"NO"
"3230","Justin Anderson",3.708333333,0.479166667,1.75,17,48,0.354166667,2019,0,"NO"
"3231","Justin Holiday",10.45121951,1.780487805,3.93902439,25,82,0.304878049,2019,0,"NO"
"3232","Justin Jackson",7.197530864,1.185185185,2.617283951,36,81,0.444444444,2019,0,"NO"
"3233","Justin Patton",1.666666667,1,2,2,3,0.666666667,2019,0,"NO"
"3234","Justise Winslow",12.57575758,4.272727273,5.378787879,30,66,0.454545455,2019,0,"NO"
"3235","Jusuf Nurkic",15.625,3.236111111,10.38888889,45,72,0.625,2019,0,"NO"
"3236","Kadeem Allen",9.947368421,4,2.684210526,3,19,0.157894737,2019,0,"NO"
"3237","Kalin Lucas",2,1,3,0,1,0,2019,0,"NO"
"3238","Karl-Anthony Towns",24.41558442,3.363636364,12.38961039,34,77,0.441558442,2019,0,"NO"
"3239","Kawhi Leonard",26.6,3.316666667,7.316666667,41,60,0.683333333,2019,0,"NO"
"3240","Keita Bates-Diop",5.033333333,0.566666667,2.766666667,10,30,0.333333333,2019,0,"NO"
"3241","Kelly Olynyk",9.962025316,1.772151899,4.746835443,39,79,0.493670886,2019,0,"NO"
"3242","Kelly Oubre Jr.",15.17391304,1.217391304,4.710144928,21,69,0.304347826,2019,0,"NO"
"3243","Kemba Walker",25.63414634,5.902439024,4.402439024,39,82,0.475609756,2019,0,"NO"
"3244","Kenneth Faried",10.37837838,0.540540541,6.756756757,21,37,0.567567568,2019,0,"NO"
"3245","Kenrich Williams",6.065217391,1.804347826,4.760869565,17,46,0.369565217,2019,0,"NO"
"3246","Kent Bazemore",11.62686567,2.268656716,3.895522388,24,67,0.358208955,2019,0,"NO"
"3247","Kentavious Caldwell-Pope",11.43902439,1.341463415,2.902439024,37,82,0.451219512,2019,0,"NO"
"3248","Kevin Durant",25.98717949,5.858974359,6.371794872,54,78,0.692307692,2019,0,"NO"
"3249","Kevin Huerter",9.693333333,2.853333333,3.266666667,27,75,0.36,2019,0,"NO"
"3250","Kevin Knox II",12.84,1.093333333,4.466666667,15,75,0.2,2019,0,"NO"
"3251","Kevin Love",17,2.181818182,10.86363636,7,22,0.318181818,2019,0,"NO"
"3252","Kevon Looney",6.25,1.5375,5.2125,56,80,0.7,2019,0,"NO"
"3253","Khem Birch",4.8,0.76,3.8,26,50,0.52,2019,0,"NO"
"3254","Khris Middleton",18.27272727,4.298701299,5.987012987,56,77,0.727272727,2019,0,"NO"
"3255","Khyri Thomas",2.346153846,0.307692308,0.769230769,13,26,0.5,2019,0,"NO"
"3256","Klay Thompson",21.53846154,2.384615385,3.833333333,55,78,0.705128205,2019,0,"NO"
"3257","Kobi Simmons",0,0,0,0,1,0,2019,0,"NO"
"3258","Kosta Koufos",3.714285714,0.857142857,4.214285714,21,42,0.5,2019,0,"NO"
"3259","Kostas Antetokounmpo",1,0,0.5,1,2,0.5,2019,0,"NO"
"3260","Kris Dunn",11.2826087,6.02173913,4.065217391,14,46,0.304347826,2019,0,"NO"
"3261","Kyle Anderson",8.046511628,2.976744186,5.837209302,19,43,0.441860465,2019,0,"NO"
"3262","Kyle Korver",8.571428571,1.157142857,2.314285714,39,70,0.557142857,2019,0,"NO"
"3263","Kyle Kuzma",18.68571429,2.542857143,5.457142857,33,70,0.471428571,2019,0,"NO"
"3264","Kyle Lowry",14.24615385,8.676923077,4.8,47,65,0.723076923,2019,0,"NO"
"3265","Kyle O'Quinn",3.466666667,1.244444444,2.644444444,27,45,0.6,2019,0,"NO"
"3266","Kyrie Irving",23.82089552,6.925373134,5,37,67,0.552238806,2019,0,"NO"
"3267","LaMarcus Aldridge",21.32098765,2.395061728,9.185185185,48,81,0.592592593,2019,0,"NO"
"3268","Lance Stephenson",7.220588235,2.058823529,3.161764706,33,68,0.485294118,2019,0,"NO"
"3269","Lance Thomas",4.456521739,0.586956522,2.543478261,7,46,0.152173913,2019,0,"NO"
"3270","Landry Shamet",9.139240506,1.481012658,1.696202532,51,79,0.64556962,2019,0,"NO"
"3271","Langston Galloway",8.4,1.0625,2.1375,41,80,0.5125,2019,0,"NO"
"3272","Larry Nance Jr.",9.358208955,3.194029851,8.23880597,16,67,0.23880597,2019,0,"NO"
"3273","Lauri Markkanen",18.73076923,1.442307692,9.038461538,16,52,0.307692308,2019,0,"NO"
"3274","LeBron James",27.36363636,8.254545455,8.454545455,28,55,0.509090909,2019,0,"NO"
"3275","Lonnie Walker IV",2.647058824,0.529411765,1,12,17,0.705882353,2019,0,"NO"
"3276","Lonzo Ball",9.893617021,5.425531915,5.340425532,25,47,0.531914894,2019,0,"NO"
"3277","Lorenzo Brown",2.115384615,1.076923077,1.192307692,20,26,0.769230769,2019,0,"NO"
"3278","Lou Williams",19.97333333,5.36,2.96,47,75,0.626666667,2019,0,"NO"
"3279","Luc Mbah a Moute",5,0.5,1.75,2,4,0.5,2019,0,"NO"
"3280","Luka Doncic",21.19444444,5.958333333,7.819444444,28,72,0.388888889,2019,0,"NO"
"3281","Luke Kennard",9.73015873,1.80952381,2.904761905,30,63,0.476190476,2019,0,"NO"
"3282","Luke Kornet",7,1.173913043,2.934782609,9,46,0.195652174,2019,0,"NO"
"3283","Luol Deng",7.136363636,0.818181818,3.318181818,11,22,0.5,2019,0,"NO"
"3284","Malachi Richardson",1.363636364,0,0.590909091,16,22,0.727272727,2019,0,"NO"
"3285","Malcolm Brogdon",15.640625,3.203125,4.5,49,64,0.765625,2019,0,"NO"
"3286","Malcolm Miller",3.5,0.1,0.5,9,10,0.9,2019,0,"NO"
"3287","Malik Beasley",11.32098765,1.197530864,2.469135802,53,81,0.654320988,2019,0,"NO"
"3288","Malik Monk",8.945205479,1.602739726,1.876712329,34,73,0.465753425,2019,0,"NO"
"3289","Marc Gasol",13.55696203,4.417721519,7.936708861,39,79,0.493670886,2019,0,"NO"
"3290","Marcin Gortat",4.957446809,1.382978723,5.553191489,25,47,0.531914894,2019,0,"NO"
"3291","Marco Belinelli",10.49367089,1.670886076,2.506329114,46,79,0.582278481,2019,0,"NO"
"3292","Marcus Derrickson",4.181818182,0.090909091,1.181818182,9,11,0.818181818,2019,0,"NO"
"3293","Marcus Morris Sr.",13.94666667,1.453333333,6.106666667,44,75,0.586666667,2019,0,"NO"
"3294","Marcus Smart",8.85,4.0125,2.925,48,80,0.6,2019,0,"NO"
"3295","Mario Hezonja",8.810344828,1.517241379,4.120689655,12,58,0.206896552,2019,0,"NO"
"3296","Markelle Fultz",8.157894737,3.105263158,3.684210526,12,19,0.631578947,2019,0,"NO"
"3297","Markieff Morris",9.431034483,1.362068966,4.568965517,24,58,0.413793103,2019,0,"NO"
"3298","Marquese Chriss",4.23255814,0.511627907,3.302325581,17,43,0.395348837,2019,0,"NO"
"3299","MarShon Brooks",6.551724138,0.862068966,1.551724138,15,29,0.517241379,2019,0,"NO"
"3300","Marvin Bagley III",14.88709677,1,7.596774194,30,62,0.483870968,2019,0,"NO"
"3301","Marvin Williams",10.08,1.226666667,5.426666667,35,75,0.466666667,2019,0,"NO"
"3302","Mason Plumlee",7.768292683,2.963414634,6.390243902,54,82,0.658536585,2019,0,"NO"
"3303","Matthew Dellavedova",5.875,3.770833333,1.604166667,20,48,0.416666667,2019,0,"NO"
"3304","Maurice Harkless",7.666666667,1.233333333,4.483333333,37,60,0.616666667,2019,0,"NO"
"3305","Maxi Kleber",6.830985915,0.985915493,4.633802817,30,71,0.422535211,2019,0,"NO"
"3306","Melvin Frazier Jr.",1.5,0.1,0.5,8,10,0.8,2019,0,"NO"
"3307","Meyers Leonard",5.852459016,1.229508197,3.819672131,35,61,0.573770492,2019,0,"NO"
"3308","Michael Beasley",6.961538462,0.961538462,2.307692308,11,26,0.423076923,2019,0,"NO"
"3309","Michael Carter-Williams",4.785714286,2.5,2.5,17,28,0.607142857,2019,0,"NO"
"3310","Michael Kidd-Gilchrist",6.671875,0.953125,3.84375,29,64,0.453125,2019,0,"NO"
"3311","Mikal Bridges",8.341463415,2.109756098,3.219512195,19,82,0.231707317,2019,0,"NO"
"3312","Mike Conley",21.11428571,6.414285714,3.414285714,30,70,0.428571429,2019,0,"NO"
"3313","Mike Muscala",7.015625,1.1875,3.8125,35,64,0.546875,2019,0,"NO"
"3314","Mike Scott",5.810126582,0.835443038,3.493670886,44,79,0.556962025,2019,0,"NO"
"3315","Miles Bridges",7.4625,1.1875,4.0375,38,80,0.475,2019,0,"NO"
"3316","Miles Plumlee",4.444444444,0.944444444,2.166666667,1,18,0.055555556,2019,0,"NO"
"3317","Milos Teodosic",3.2,2.133333333,1.066666667,8,15,0.533333333,2019,0,"NO"
"3318","Mitchell Creek",4.2,1.2,2.4,1,5,0.2,2019,0,"NO"
"3319","Mitchell Robinson",7.348484848,0.560606061,6.409090909,16,66,0.242424242,2019,0,"NO"
"3320","Mo Bamba",6.212765957,0.829787234,4.957446809,19,47,0.404255319,2019,0,"NO"
"3321","Monte Morris",10.37804878,3.62195122,2.365853659,54,82,0.658536585,2019,0,"NO"
"3322","Montrezl Harrell",16.59756098,1.975609756,6.524390244,48,82,0.585365854,2019,0,"NO"
"3323","Moritz Wagner",4.813953488,0.558139535,1.976744186,15,43,0.348837209,2019,0,"NO"
"3324","Myles Turner",13.2972973,1.554054054,7.175675676,43,74,0.581081081,2019,0,"NO"
"3325","Naz Mitrou-Long",1.142857143,1.071428571,0.428571429,9,14,0.642857143,2019,0,"NO"
"3326","Nemanja Bjelica",9.623376623,1.909090909,5.766233766,38,77,0.493506494,2019,0,"NO"
"3327","Nene",3.595238095,0.619047619,2.928571429,29,42,0.69047619,2019,0,"NO"
"3328","Nerlens Noel",4.909090909,0.584415584,4.220779221,48,77,0.623376623,2019,0,"NO"
"3329","Nick Young",2.25,0.5,0.25,3,4,0.75,2019,0,"NO"
"3330","Nicolas Batum",9.32,3.293333333,5.2,35,75,0.466666667,2019,0,"NO"
"3331","Nik Stauskas",5.867647059,1.191176471,1.867647059,33,68,0.485294118,2019,0,"NO"
"3332","Nikola Jokic",20.05,7.25,10.8125,53,80,0.6625,2019,0,"NO"
"3333","Nikola Mirotic",15.15217391,1.195652174,7.369565217,24,46,0.52173913,2019,0,"NO"
"3334","Nikola Vucevic",20.8125,3.8375,12,41,80,0.5125,2019,0,"NO"
"3335","Noah Vonleh",8.397058824,1.897058824,7.764705882,13,68,0.191176471,2019,0,"NO"
"3336","Norman Powell",8.6,1.516666667,2.316666667,45,60,0.75,2019,0,"NO"
"3337","O.G. Anunoby",7,0.701492537,2.940298507,46,67,0.686567164,2019,0,"NO"
"3338","Okaro White",0,0,0.666666667,2,3,0.666666667,2019,0,"NO"
"3339","Omari Spellman",5.913043478,1.02173913,4.217391304,15,46,0.326086957,2019,0,"NO"
"3340","Omri Casspi",6.277777778,0.722222222,3.194444444,14,36,0.388888889,2019,0,"NO"
"3341","Otto Porter Jr.",13.92857143,2.142857143,5.607142857,25,56,0.446428571,2019,0,"NO"
"3342","P.J. Dozier",3.166666667,0.833333333,2.833333333,5,6,0.833333333,2019,0,"NO"
"3343","P.J. Tucker",7.329268293,1.170731707,5.841463415,53,82,0.646341463,2019,0,"NO"
"3344","Pascal Siakam",16.925,3.1,6.8625,57,80,0.7125,2019,0,"NO"
"3345","Pat Connaughton",6.901639344,2,4.229508197,43,61,0.704918033,2019,0,"NO"
"3346","Patrick Beverley",7.641025641,3.846153846,4.974358974,48,78,0.615384615,2019,0,"NO"
"3347","Patrick McCaw",2.551724138,1,1.655172414,17,29,0.586206897,2019,0,"NO"
"3348","Patrick Patterson",3.634920635,0.492063492,2.333333333,40,63,0.634920635,2019,0,"NO"
"3349","Patty Mills",9.890243902,2.987804878,2.219512195,48,82,0.585365854,2019,0,"NO"
"3350","Pau Gasol",3.933333333,1.733333333,4.566666667,17,30,0.566666667,2019,0,"NO"
"3351","Paul George",28.03896104,4.12987013,8.155844156,46,77,0.597402597,2019,0,"NO"
"3352","Paul Millsap",12.61428571,2.014285714,7.214285714,49,70,0.7,2019,0,"NO"
"3353","Quincy Acy",1.7,0.8,2.5,2,10,0.2,2019,0,"NO"
"3354","Quincy Pondexter",1.849056604,0.452830189,0.867924528,29,53,0.547169811,2019,0,"NO"
"3355","Quinn Cook",6.878378378,1.567567568,2.121621622,49,74,0.662162162,2019,0,"NO"
"3356","Rajon Rondo",9.217391304,7.97826087,5.282608696,19,46,0.413043478,2019,0,"NO"
"3357","Raul Neto",5.297297297,2.513513514,1.675675676,26,37,0.702702703,2019,0,"NO"
"3358","Rawle Alkins",3.7,1.3,2.6,3,10,0.3,2019,0,"NO"
"3359","Ray Spalding",3.857142857,0.357142857,3.428571429,3,14,0.214285714,2019,0,"NO"
"3360","Raymond Felton",4.303030303,1.575757576,1.03030303,19,33,0.575757576,2019,0,"NO"
"3361","Reggie Bullock",11.28571429,2.047619048,2.746031746,27,63,0.428571429,2019,0,"NO"
"3362","Reggie Jackson",15.36585366,4.195121951,2.634146341,41,82,0.5,2019,0,"NO"
"3363","Richaun Holmes",8.171428571,0.857142857,4.728571429,16,70,0.228571429,2019,0,"NO"
"3364","Ricky Rubio",12.70588235,6.117647059,3.573529412,40,68,0.588235294,2019,0,"NO"
"3365","RJ Hunter",17,3,3,1,1,1,2019,0,"NO"
"3366","Robert Covington",13.28571429,1.314285714,5.514285714,20,35,0.571428571,2019,0,"NO"
"3367","Robert Williams III",2.53125,0.21875,2.53125,18,32,0.5625,2019,0,"NO"
"3368","Robin Lopez",9.513513514,1.202702703,3.864864865,20,74,0.27027027,2019,0,"NO"
"3369","Rodions Kurucs",8.476190476,0.825396825,3.904761905,36,63,0.571428571,2019,0,"NO"
"3370","Rodney Hood",11.18055556,1.75,2.180555556,29,72,0.402777778,2019,0,"NO"
"3371","Rodney McGruder",7.621212121,1.696969697,3.606060606,31,66,0.46969697,2019,0,"NO"
"3372","Ron Baker",0.933333333,1,0.733333333,4,15,0.266666667,2019,0,"NO"
"3373","Rondae Hollis-Jefferson",8.93220339,1.627118644,5.254237288,27,59,0.457627119,2019,0,"NO"
"3374","Royce O'Neale",5.195121951,1.512195122,3.475609756,50,82,0.609756098,2019,0,"NO"
"3375","Rudy Gay",13.71014493,2.637681159,6.811594203,42,69,0.608695652,2019,0,"NO"
"3376","Rudy Gobert",15.85185185,1.987654321,12.85185185,50,81,0.617283951,2019,0,"NO"
"3377","Russell Westbrook",22.94520548,10.73972603,11.05479452,44,73,0.602739726,2019,0,"NO"
"3378","Ryan Anderson",2.52,0.76,2.16,7,25,0.28,2019,0,"NO"
"3379","Ryan Arcidiacono",6.716049383,3.320987654,2.703703704,22,81,0.271604938,2019,0,"NO"
